0,0
2e-08,0
4e-08,0
6e-08,0
8e-08,0
1e-07,0
1.2e-07,-0.00021372
1.4e-07,-0.0006236
1.6e-07,-0.00072104
1.8e-07,-0.0046341
2e-07,-0.010694
2.2e-07,-0.021373
2.4e-07,-0.035538
2.6e-07,-0.053428
2.8e-07,-0.075207
3e-07,-0.10026
3.2e-07,-0.12833
3.4e-07,-0.15763
3.6e-07,-0.19028
3.8e-07,-0.2219
4e-07,-0.25244
4.2e-07,-0.27881
4.4e-07,-0.30207
4.6e-07,-0.31943
4.8e-07,-0.33033
5e-07,-0.33398
5.2e-07,-0.33164
5.4e-07,-0.32234
5.6e-07,-0.30567
5.8e-07,-0.28147
6e-07,-0.25119
6.2e-07,-0.21732
6.4e-07,-0.18105
6.6e-07,-0.14201
6.8e-07,-0.10194
7e-07,-0.063624
7.2e-07,-0.026027
7.4e-07,0.011221
7.6e-07,0.044917
7.8e-07,0.075233
8e-07,0.099483
8.2e-07,0.12051
8.4e-07,0.13537
8.6e-07,0.14482
8.8e-07,0.14748
9e-07,0.1456
9.2e-07,0.13832
9.4e-07,0.12487
9.6e-07,0.10569
9.8e-07,0.081366
1e-06,0.056437
1.02e-06,0.025558
1.04e-06,-0.0064335
1.06e-06,-0.041842
1.08e-06,-0.076822
1.1e-06,-0.11329
1.12e-06,-0.14983
1.14e-06,-0.185
1.16e-06,-0.21964
1.18e-06,-0.25216
1.2e-06,-0.28182
1.22e-06,-0.31089
1.24e-06,-0.33576
1.26e-06,-0.35817
1.28e-06,-0.37749
1.3e-06,-0.39371
1.32e-06,-0.40551
1.34e-06,-0.41267
1.36e-06,-0.41715
1.38e-06,-0.41738
1.4e-06,-0.41515
1.42e-06,-0.40958
1.44e-06,-0.40022
1.46e-06,-0.38867
1.48e-06,-0.37259
1.5e-06,-0.3554
1.52e-06,-0.33506
1.54e-06,-0.31198
1.56e-06,-0.28686
1.58e-06,-0.25852
1.6e-06,-0.22875
1.62e-06,-0.19708
1.64e-06,-0.16481
1.66e-06,-0.12807
1.68e-06,-0.092383
1.7e-06,-0.05626
1.72e-06,-0.020219
1.74e-06,0.014577
1.76e-06,0.045575
1.78e-06,0.075233
1.8e-06,0.099483
1.82e-06,0.12051
1.84e-06,0.13537
1.86e-06,0.14482
1.88e-06,0.14748
1.9e-06,0.1456
1.92e-06,0.13832
1.94e-06,0.12487
1.96e-06,0.10569
1.98e-06,0.081366
2e-06,0.056437
2.02e-06,0.025558
2.04e-06,-0.0064335
2.06e-06,-0.041842
2.08e-06,-0.076822
2.1e-06,-0.11329
2.12e-06,-0.14983
2.14e-06,-0.185
2.16e-06,-0.21964
2.18e-06,-0.25216
2.2e-06,-0.28182
2.22e-06,-0.31089
2.24e-06,-0.33576
2.26e-06,-0.35817
2.28e-06,-0.37749
2.3e-06,-0.39371
2.32e-06,-0.40551
2.34e-06,-0.41267
2.36e-06,-0.41715
2.38e-06,-0.41738
2.4e-06,-0.41515
2.42e-06,-0.40958
2.44e-06,-0.40022
2.46e-06,-0.38867
2.48e-06,-0.37259
2.5e-06,-0.3554
2.52e-06,-0.33506
2.54e-06,-0.31198
2.56e-06,-0.28686
2.58e-06,-0.25852
2.6e-06,-0.22875
2.62e-06,-0.19708
2.64e-06,-0.16537
2.66e-06,-0.1301
2.68e-06,-0.093861
2.7e-06,-0.057933
2.72e-06,-0.020095
2.74e-06,0.016341
2.76e-06,0.053896
2.78e-06,0.089455
2.8e-06,0.12546
2.82e-06,0.16166
2.84e-06,0.19428
2.86e-06,0.2275
2.88e-06,0.25822
2.9e-06,0.28796
2.92e-06,0.31735
2.94e-06,0.34499
2.96e-06,0.37138
2.98e-06,0.39524
3e-06,0.41904
3.02e-06,0.4428
3.04e-06,0.46384
3.06e-06,0.48271
3.08e-06,0.50023
3.1e-06,0.5175
3.12e-06,0.5307
3.14e-06,0.54317
3.16e-06,0.55576
3.18e-06,0.56334
3.2e-06,0.57085
3.22e-06,0.57779
3.24e-06,0.58276
3.26e-06,0.58645
3.28e-06,0.58957
3.3e-06,0.59134
3.32e-06,0.5922
3.34e-06,0.59231
3.36e-06,0.59265
3.38e-06,0.59236
3.4e-06,0.59104
3.42e-06,0.59109
3.44e-06,0.58987
3.46e-06,0.5867
3.48e-06,0.58497
3.5e-06,0.58217
3.52e-06,0.57819
3.54e-06,0.57336
3.56e-06,0.56826
3.58e-06,0.56255
3.6e-06,0.55394
3.62e-06,0.54535
3.64e-06,0.53455
3.66e-06,0.52388
3.68e-06,0.5105
3.7e-06,0.49686
3.72e-06,0.48099
3.74e-06,0.4619
3.76e-06,0.44236
3.78e-06,0.41935
3.8e-06,0.39385
3.82e-06,0.36778
3.84e-06,0.3402
3.86e-06,0.31003
3.88e-06,0.27792
3.9e-06,0.24521
3.92e-06,0.21165
3.94e-06,0.17686
3.96e-06,0.14139
3.98e-06,0.10458
4e-06,0.069574
4.02e-06,0.031784
4.04e-06,-0.0045126
4.06e-06,-0.04083
4.08e-06,-0.078291
4.1e-06,-0.11356
4.12e-06,-0.15002
4.14e-06,-0.18412
4.16e-06,-0.21839
4.18e-06,-0.25098
4.2e-06,-0.28076
4.22e-06,-0.30996
4.24e-06,-0.33499
4.26e-06,-0.35753
4.28e-06,-0.37709
4.3e-06,-0.39316
4.32e-06,-0.40536
4.34e-06,-0.41267
4.36e-06,-0.41715
4.38e-06,-0.41738
4.4e-06,-0.41515
4.42e-06,-0.40958
4.44e-06,-0.40022
4.46e-06,-0.38867
4.48e-06,-0.37259
4.5e-06,-0.3554
4.52e-06,-0.33506
4.54e-06,-0.31198
4.56e-06,-0.28686
4.58e-06,-0.25852
4.6e-06,-0.22875
4.62e-06,-0.19708
4.64e-06,-0.16481
4.66e-06,-0.12807
4.68e-06,-0.092383
4.7e-06,-0.05626
4.72e-06,-0.020219
4.74e-06,0.014577
4.76e-06,0.045575
4.78e-06,0.075233
4.8e-06,0.099483
4.82e-06,0.12051
4.84e-06,0.13537
4.86e-06,0.14482
4.88e-06,0.14748
4.9e-06,0.1456
4.92e-06,0.13832
4.94e-06,0.12487
4.96e-06,0.10569
4.98e-06,0.081366
5e-06,0.056437
5.02e-06,0.025558
5.04e-06,-0.0064335
5.06e-06,-0.041842
5.08e-06,-0.076822
5.1e-06,-0.11329
5.12e-06,-0.14983
5.14e-06,-0.185
5.16e-06,-0.21964
5.18e-06,-0.25216
5.2e-06,-0.28182
5.22e-06,-0.31089
5.24e-06,-0.33576
5.26e-06,-0.35817
5.28e-06,-0.37749
5.3e-06,-0.39371
5.32e-06,-0.40551
5.34e-06,-0.41267
5.36e-06,-0.41715
5.38e-06,-0.41738
5.4e-06,-0.41515
5.42e-06,-0.40958
5.44e-06,-0.40022
5.46e-06,-0.38867
5.48e-06,-0.37259
5.5e-06,-0.3554
5.52e-06,-0.33506
5.54e-06,-0.31198
5.56e-06,-0.28686
5.58e-06,-0.25852
5.6e-06,-0.22875
5.62e-06,-0.19708
5.64e-06,-0.16537
5.66e-06,-0.1301
5.68e-06,-0.093861
5.7e-06,-0.057933
5.72e-06,-0.020095
5.74e-06,0.016341
5.76e-06,0.053896
5.78e-06,0.089455
5.8e-06,0.12546
5.82e-06,0.16166
5.84e-06,0.19428
5.86e-06,0.2275
5.88e-06,0.25822
5.9e-06,0.28796
5.92e-06,0.31735
5.94e-06,0.34499
5.96e-06,0.37138
5.98e-06,0.39524
6e-06,0.41904
6.02e-06,0.4428
6.04e-06,0.46384
6.06e-06,0.48271
6.08e-06,0.50023
6.1e-06,0.5175
6.12e-06,0.5307
6.14e-06,0.54276
6.16e-06,0.55429
6.18e-06,0.56226
6.2e-06,0.56844
6.22e-06,0.57192
6.24e-06,0.57242
6.26e-06,0.5714
6.28e-06,0.56812
6.3e-06,0.56173
6.32e-06,0.55365
6.34e-06,0.54199
6.36e-06,0.5288
6.38e-06,0.51306
6.4e-06,0.49559
6.42e-06,0.47523
6.44e-06,0.45602
6.46e-06,0.43277
6.48e-06,0.4077
6.5e-06,0.3819
6.52e-06,0.35461
6.54e-06,0.32561
6.56e-06,0.29419
6.58e-06,0.263
6.6e-06,0.23138
6.62e-06,0.19901
6.64e-06,0.16461
6.66e-06,0.13124
6.68e-06,0.094717
6.7e-06,0.059886
6.72e-06,0.023567
6.74e-06,-0.010935
6.76e-06,-0.048539
6.78e-06,-0.081885
6.8e-06,-0.11708
6.82e-06,-0.15345
6.84e-06,-0.18648
6.86e-06,-0.22044
6.88e-06,-0.25179
6.9e-06,-0.28317
6.92e-06,-0.3131
6.94e-06,-0.34077
6.96e-06,-0.36821
6.98e-06,-0.39455
7e-06,-0.41904
7.02e-06,-0.4428
7.04e-06,-0.46384
7.06e-06,-0.48271
7.08e-06,-0.50023
7.1e-06,-0.5175
7.12e-06,-0.5307
7.14e-06,-0.54317
7.16e-06,-0.55576
7.18e-06,-0.56334
7.2e-06,-0.57085
7.22e-06,-0.57779
7.24e-06,-0.58276
7.26e-06,-0.58645
7.28e-06,-0.58957
7.3e-06,-0.59134
7.32e-06,-0.5922
7.34e-06,-0.59231
7.36e-06,-0.59265
7.38e-06,-0.59236
7.4e-06,-0.59104
7.42e-06,-0.59109
7.44e-06,-0.58987
7.46e-06,-0.5867
7.48e-06,-0.58497
7.5e-06,-0.58217
7.52e-06,-0.57819
7.54e-06,-0.57336
7.56e-06,-0.56826
7.58e-06,-0.56255
7.6e-06,-0.55394
7.62e-06,-0.54535
7.64e-06,-0.53455
7.66e-06,-0.52388
7.68e-06,-0.5105
7.7e-06,-0.49686
7.72e-06,-0.48099
7.74e-06,-0.4619
7.76e-06,-0.44236
7.78e-06,-0.41935
7.8e-06,-0.39385
7.82e-06,-0.36778
7.84e-06,-0.3402
7.86e-06,-0.31003
7.88e-06,-0.27792
7.9e-06,-0.24521
7.92e-06,-0.21165
7.94e-06,-0.17686
7.96e-06,-0.14139
7.98e-06,-0.10458
8e-06,-0.069574
8.02e-06,-0.031784
8.04e-06,0.0045126
8.06e-06,0.04083
8.08e-06,0.078291
8.1e-06,0.11356
8.12e-06,0.15002
8.14e-06,0.18412
8.16e-06,0.21839
8.18e-06,0.25098
8.2e-06,0.28076
8.22e-06,0.30996
8.24e-06,0.33499
8.26e-06,0.35753
8.28e-06,0.37709
8.3e-06,0.39316
8.32e-06,0.40536
8.34e-06,0.41267
8.36e-06,0.41715
8.38e-06,0.41738
8.4e-06,0.41515
8.42e-06,0.40958
8.44e-06,0.40022
8.46e-06,0.38867
8.48e-06,0.37259
8.5e-06,0.3554
8.52e-06,0.33506
8.54e-06,0.31198
8.56e-06,0.28686
8.58e-06,0.25852
8.6e-06,0.22875
8.62e-06,0.19708
8.64e-06,0.16537
8.66e-06,0.1301
8.68e-06,0.093861
8.7e-06,0.057933
8.72e-06,0.020095
8.74e-06,-0.016341
8.76e-06,-0.053896
8.78e-06,-0.089455
8.8e-06,-0.12546
8.82e-06,-0.16166
8.84e-06,-0.19428
8.86e-06,-0.2275
8.88e-06,-0.25822
8.9e-06,-0.28796
8.92e-06,-0.31735
8.94e-06,-0.34499
8.96e-06,-0.37138
8.98e-06,-0.39524
9e-06,-0.41904
9.02e-06,-0.4428
9.04e-06,-0.46384
9.06e-06,-0.48271
9.08e-06,-0.50023
9.1e-06,-0.5175
9.12e-06,-0.5307
9.14e-06,-0.54317
9.16e-06,-0.55576
9.18e-06,-0.56334
9.2e-06,-0.57085
9.22e-06,-0.57779
9.24e-06,-0.58276
9.26e-06,-0.58645
9.28e-06,-0.58957
9.3e-06,-0.59134
9.32e-06,-0.5922
9.34e-06,-0.59231
9.36e-06,-0.59265
9.38e-06,-0.59236
9.4e-06,-0.59104
9.42e-06,-0.59109
9.44e-06,-0.58987
9.46e-06,-0.5867
9.48e-06,-0.58497
9.5e-06,-0.58217
9.52e-06,-0.57819
9.54e-06,-0.57336
9.56e-06,-0.56826
9.58e-06,-0.56255
9.6e-06,-0.55394
9.62e-06,-0.54535
9.64e-06,-0.53455
9.66e-06,-0.52388
9.68e-06,-0.51029
9.7e-06,-0.49608
9.72e-06,-0.48151
9.74e-06,-0.46616
9.76e-06,-0.45026
9.78e-06,-0.43438
9.8e-06,-0.41897
9.82e-06,-0.40589
9.84e-06,-0.39613
9.86e-06,-0.38808
9.88e-06,-0.38291
9.9e-06,-0.38066
9.92e-06,-0.38284
9.94e-06,-0.38823
9.96e-06,-0.39762
9.98e-06,-0.4087
1e-05,-0.42347
1.002e-05,-0.4396
1.004e-05,-0.45747
1.006e-05,-0.47655
1.008e-05,-0.49488
1.01e-05,-0.51271
1.012e-05,-0.52799
1.014e-05,-0.54343
1.016e-05,-0.55605
1.018e-05,-0.56563
1.02e-05,-0.57394
1.022e-05,-0.58087
1.024e-05,-0.58574
1.026e-05,-0.58922
1.028e-05,-0.59205
1.03e-05,-0.59347
1.032e-05,-0.59396
1.034e-05,-0.59365
1.036e-05,-0.59371
1.038e-05,-0.59276
1.04e-05,-0.59217
1.042e-05,-0.59109
1.044e-05,-0.58909
1.046e-05,-0.58648
1.048e-05,-0.58497
1.05e-05,-0.58217
1.052e-05,-0.57819
1.054e-05,-0.57336
1.056e-05,-0.56826
1.058e-05,-0.56255
1.06e-05,-0.55394
1.062e-05,-0.54535
1.064e-05,-0.53455
1.066e-05,-0.52388
1.068e-05,-0.5105
1.07e-05,-0.49686
1.072e-05,-0.48099
1.074e-05,-0.4619
1.076e-05,-0.44236
1.078e-05,-0.41935
1.08e-05,-0.39385
1.082e-05,-0.36778
1.084e-05,-0.3402
1.086e-05,-0.31003
1.088e-05,-0.27792
1.09e-05,-0.24521
1.092e-05,-0.21165
1.094e-05,-0.17686
1.096e-05,-0.14139
1.098e-05,-0.10458
1.1e-05,-0.069574
1.102e-05,-0.031784
1.104e-05,0.0045126
1.106e-05,0.04083
1.108e-05,0.078291
1.11e-05,0.11356
1.112e-05,0.15002
1.114e-05,0.18412
1.116e-05,0.21839
1.118e-05,0.25098
1.12e-05,0.28076
1.122e-05,0.30996
1.124e-05,0.33499
1.126e-05,0.35753
1.128e-05,0.37709
1.13e-05,0.39316
1.132e-05,0.40536
1.134e-05,0.41267
1.136e-05,0.41715
1.138e-05,0.41738
1.14e-05,0.41515
1.142e-05,0.40958
1.144e-05,0.40022
1.146e-05,0.38867
1.148e-05,0.37259
1.15e-05,0.3554
1.152e-05,0.33506
1.154e-05,0.31198
1.156e-05,0.28686
1.158e-05,0.25852
1.16e-05,0.22875
1.162e-05,0.19708
1.164e-05,0.16481
1.166e-05,0.12807
1.168e-05,0.092383
1.17e-05,0.05626
1.172e-05,0.020219
1.174e-05,-0.014577
1.176e-05,-0.045575
1.178e-05,-0.075233
1.18e-05,-0.099483
1.182e-05,-0.12051
1.184e-05,-0.13537
1.186e-05,-0.14482
1.188e-05,-0.14748
1.19e-05,-0.1456
1.192e-05,-0.13832
1.194e-05,-0.12487
1.196e-05,-0.10569
1.198e-05,-0.081366
1.2e-05,-0.056437
1.202e-05,-0.025558
1.204e-05,0.0064335
1.206e-05,0.041842
1.208e-05,0.076822
1.21e-05,0.11329
1.212e-05,0.14983
1.214e-05,0.185
1.216e-05,0.21964
1.218e-05,0.25281
1.22e-05,0.2849
1.222e-05,0.31624
1.224e-05,0.34605
1.226e-05,0.37463
1.228e-05,0.4
1.23e-05,0.42589
1.232e-05,0.44893
1.234e-05,0.46775
1.236e-05,0.48733
1.238e-05,0.50395
1.24e-05,0.51818
1.242e-05,0.53191
1.244e-05,0.54269
1.246e-05,0.55279
1.248e-05,0.55863
1.25e-05,0.5642
1.252e-05,0.56707
1.254e-05,0.56873
1.256e-05,0.5671
1.258e-05,0.56372
1.26e-05,0.55947
1.262e-05,0.55146
1.264e-05,0.54213
1.266e-05,0.53176
1.268e-05,0.51789
1.27e-05,0.50355
1.272e-05,0.48685
1.274e-05,0.46676
1.276e-05,0.44645
1.278e-05,0.4219
1.28e-05,0.39736
1.282e-05,0.36875
1.284e-05,0.3402
1.286e-05,0.31003
1.288e-05,0.27792
1.29e-05,0.24521
1.292e-05,0.21165
1.294e-05,0.17686
1.296e-05,0.14139
1.298e-05,0.10458
1.3e-05,0.069574
1.302e-05,0.031784
1.304e-05,-0.0045126
1.306e-05,-0.04083
1.308e-05,-0.078291
1.31e-05,-0.11356
1.312e-05,-0.15002
1.314e-05,-0.18412
1.316e-05,-0.21839
1.318e-05,-0.25164
1.32e-05,-0.28384
1.322e-05,-0.31532
1.324e-05,-0.34528
1.326e-05,-0.37399
1.328e-05,-0.39959
1.33e-05,-0.42534
1.332e-05,-0.44878
1.334e-05,-0.46775
1.336e-05,-0.48733
1.338e-05,-0.50395
1.34e-05,-0.51818
1.342e-05,-0.53191
1.344e-05,-0.54269
1.346e-05,-0.55279
1.348e-05,-0.55863
1.35e-05,-0.5642
1.352e-05,-0.56707
1.354e-05,-0.56873
1.356e-05,-0.5671
1.358e-05,-0.56372
1.36e-05,-0.55947
1.362e-05,-0.55146
1.364e-05,-0.54213
1.366e-05,-0.53176
1.368e-05,-0.51768
1.37e-05,-0.50277
1.372e-05,-0.48737
1.374e-05,-0.47102
1.376e-05,-0.45435
1.378e-05,-0.43693
1.38e-05,-0.42248
1.382e-05,-0.40685
1.384e-05,-0.39613
1.386e-05,-0.38808
1.388e-05,-0.38291
1.39e-05,-0.38066
1.392e-05,-0.38284
1.394e-05,-0.38823
1.396e-05,-0.39762
1.398e-05,-0.4087
1.4e-05,-0.42347
1.402e-05,-0.4396
1.404e-05,-0.45747
1.406e-05,-0.47655
1.408e-05,-0.49488
1.41e-05,-0.51271
1.412e-05,-0.52799
1.414e-05,-0.54343
1.416e-05,-0.55605
1.418e-05,-0.56563
1.42e-05,-0.57394
1.422e-05,-0.58087
1.424e-05,-0.58574
1.426e-05,-0.58922
1.428e-05,-0.59205
1.43e-05,-0.59347
1.432e-05,-0.59396
1.434e-05,-0.59365
1.436e-05,-0.59371
1.438e-05,-0.59276
1.44e-05,-0.59217
1.442e-05,-0.59109
1.444e-05,-0.58909
1.446e-05,-0.58648
1.448e-05,-0.58497
1.45e-05,-0.58217
1.452e-05,-0.57819
1.454e-05,-0.57336
1.456e-05,-0.56826
1.458e-05,-0.56255
1.46e-05,-0.55394
1.462e-05,-0.54535
1.464e-05,-0.53455
1.466e-05,-0.52388
1.468e-05,-0.5105
1.47e-05,-0.49686
1.472e-05,-0.48099
1.474e-05,-0.4619
1.476e-05,-0.44236
1.478e-05,-0.41935
1.48e-05,-0.39385
1.482e-05,-0.36778
1.484e-05,-0.3402
1.486e-05,-0.31003
1.488e-05,-0.27792
1.49e-05,-0.24521
1.492e-05,-0.21165
1.494e-05,-0.17686
1.496e-05,-0.14139
1.498e-05,-0.10458
1.5e-05,-0.069574
1.502e-05,-0.031784
1.504e-05,0.0045126
1.506e-05,0.04083
1.508e-05,0.078291
1.51e-05,0.11356
1.512e-05,0.15002
1.514e-05,0.18412
1.516e-05,0.21839
1.518e-05,0.25164
1.52e-05,0.28384
1.522e-05,0.31532
1.524e-05,0.34528
1.526e-05,0.37399
1.528e-05,0.39959
1.53e-05,0.42534
1.532e-05,0.44878
1.534e-05,0.46775
1.536e-05,0.48733
1.538e-05,0.50395
1.54e-05,0.51818
1.542e-05,0.53191
1.544e-05,0.54269
1.546e-05,0.55279
1.548e-05,0.55863
1.55e-05,0.5642
1.552e-05,0.56707
1.554e-05,0.56873
1.556e-05,0.5671
1.558e-05,0.56372
1.56e-05,0.55947
1.562e-05,0.55146
1.564e-05,0.54213
1.566e-05,0.53176
1.568e-05,0.51768
1.57e-05,0.50277
1.572e-05,0.48737
1.574e-05,0.47102
1.576e-05,0.45435
1.578e-05,0.43693
1.58e-05,0.42248
1.582e-05,0.40685
1.584e-05,0.39613
1.586e-05,0.38808
1.588e-05,0.38291
1.59e-05,0.38066
1.592e-05,0.38284
1.594e-05,0.38823
1.596e-05,0.39762
1.598e-05,0.4087
1.6e-05,0.42347
1.602e-05,0.4396
1.604e-05,0.45747
1.606e-05,0.47655
1.608e-05,0.49488
1.61e-05,0.51271
1.612e-05,0.52799
1.614e-05,0.54343
1.616e-05,0.55605
1.618e-05,0.56563
1.62e-05,0.57394
1.622e-05,0.58087
1.624e-05,0.58574
1.626e-05,0.58922
1.628e-05,0.59205
1.63e-05,0.59347
1.632e-05,0.59396
1.634e-05,0.59365
1.636e-05,0.59371
1.638e-05,0.59276
1.64e-05,0.59217
1.642e-05,0.59109
1.644e-05,0.58909
1.646e-05,0.58648
1.648e-05,0.58497
1.65e-05,0.58217
1.652e-05,0.57819
1.654e-05,0.57336
1.656e-05,0.56826
1.658e-05,0.56255
1.66e-05,0.55394
1.662e-05,0.54535
1.664e-05,0.53455
1.666e-05,0.52388
1.668e-05,0.51029
1.67e-05,0.49608
1.672e-05,0.48151
1.674e-05,0.46616
1.676e-05,0.45026
1.678e-05,0.43438
1.68e-05,0.41897
1.682e-05,0.40589
1.684e-05,0.39613
1.686e-05,0.38808
1.688e-05,0.38291
1.69e-05,0.38066
1.692e-05,0.38284
1.694e-05,0.38823
1.696e-05,0.39762
1.698e-05,0.4087
1.7e-05,0.42347
1.702e-05,0.4396
1.704e-05,0.45747
1.706e-05,0.47655
1.708e-05,0.49488
1.71e-05,0.51271
1.712e-05,0.52799
1.714e-05,0.54343
1.716e-05,0.55605
1.718e-05,0.56563
1.72e-05,0.57394
1.722e-05,0.58087
1.724e-05,0.58574
1.726e-05,0.58922
1.728e-05,0.59205
1.73e-05,0.59347
1.732e-05,0.59396
1.734e-05,0.59365
1.736e-05,0.59371
1.738e-05,0.59276
1.74e-05,0.59217
1.742e-05,0.59109
1.744e-05,0.58909
1.746e-05,0.58648
