 
****************************************
Report : cell
Design : CORDIC_top
Version: J-2014.09-SP2
Date   : Tue Jun  6 09:56:53 2017
****************************************

Attributes:
    b - black box (unknown)
    h - hierarchical
   mo - map_only
    n - noncombinational
    r - removable
    u - contains unmapped logic

Cell                      Reference       Library             Area  Attributes
--------------------------------------------------------------------------------
U112                      INV3            c35_CORELIB_TYP 36.400002 
U113                      INV3            c35_CORELIB_TYP 36.400002 
U114                      INV3            c35_CORELIB_TYP 36.400002 
U115                      INV3            c35_CORELIB_TYP 36.400002 
U116                      INV3            c35_CORELIB_TYP 36.400002 
U117                      INV3            c35_CORELIB_TYP 36.400002 
U118                      INV3            c35_CORELIB_TYP 36.400002 
U119                      INV3            c35_CORELIB_TYP 36.400002 
U120                      INV3            c35_CORELIB_TYP 36.400002 
U121                      NOR21           c35_CORELIB_TYP 54.599998 
U122                      NOR21           c35_CORELIB_TYP 54.599998 
U123                      INV3            c35_CORELIB_TYP 36.400002 
U124                      INV3            c35_CORELIB_TYP 36.400002 
U125                      INV3            c35_CORELIB_TYP 36.400002 
U126                      INV3            c35_CORELIB_TYP 36.400002 
U127                      NOR21           c35_CORELIB_TYP 54.599998 
U128                      INV3            c35_CORELIB_TYP 36.400002 
U129                      AOI221          c35_CORELIB_TYP 91.000000 
U130                      INV3            c35_CORELIB_TYP 36.400002 
U131                      INV3            c35_CORELIB_TYP 36.400002 
U132                      AOI221          c35_CORELIB_TYP 91.000000 
U133                      INV3            c35_CORELIB_TYP 36.400002 
U134                      INV3            c35_CORELIB_TYP 36.400002 
U135                      NOR21           c35_CORELIB_TYP 54.599998 
U136                      INV3            c35_CORELIB_TYP 36.400002 
U137                      NOR21           c35_CORELIB_TYP 54.599998 
U138                      INV3            c35_CORELIB_TYP 36.400002 
U139                      NOR21           c35_CORELIB_TYP 54.599998 
U140                      INV3            c35_CORELIB_TYP 36.400002 
U141                      AOI221          c35_CORELIB_TYP 91.000000 
U142                      XNR21           c35_CORELIB_TYP 109.199997
U143                      XOR21           c35_CORELIB_TYP 127.400002
U144                      INV3            c35_CORELIB_TYP 36.400002 
U145                      AOI221          c35_CORELIB_TYP 91.000000 
U146                      XNR21           c35_CORELIB_TYP 109.199997
U147                      XOR21           c35_CORELIB_TYP 127.400002
U148                      INV3            c35_CORELIB_TYP 36.400002 
U149                      AOI221          c35_CORELIB_TYP 91.000000 
U150                      XOR21           c35_CORELIB_TYP 127.400002
U151                      XNR21           c35_CORELIB_TYP 109.199997
U152                      INV3            c35_CORELIB_TYP 36.400002 
U153                      AOI221          c35_CORELIB_TYP 91.000000 
U154                      XNR21           c35_CORELIB_TYP 109.199997
U155                      XOR21           c35_CORELIB_TYP 127.400002
U156                      INV3            c35_CORELIB_TYP 36.400002 
U157                      AOI221          c35_CORELIB_TYP 91.000000 
U158                      XNR21           c35_CORELIB_TYP 109.199997
U159                      XOR21           c35_CORELIB_TYP 127.400002
U160                      INV3            c35_CORELIB_TYP 36.400002 
U161                      AOI221          c35_CORELIB_TYP 91.000000 
U162                      XNR21           c35_CORELIB_TYP 109.199997
U163                      XOR21           c35_CORELIB_TYP 127.400002
U164                      INV3            c35_CORELIB_TYP 36.400002 
U165                      AOI221          c35_CORELIB_TYP 91.000000 
U166                      XNR21           c35_CORELIB_TYP 109.199997
U167                      XOR21           c35_CORELIB_TYP 127.400002
U168                      INV3            c35_CORELIB_TYP 36.400002 
U169                      AOI221          c35_CORELIB_TYP 91.000000 
U170                      XNR21           c35_CORELIB_TYP 109.199997
U171                      XOR21           c35_CORELIB_TYP 127.400002
U172                      INV3            c35_CORELIB_TYP 36.400002 
U173                      AOI221          c35_CORELIB_TYP 91.000000 
U174                      XNR21           c35_CORELIB_TYP 109.199997
U175                      XOR21           c35_CORELIB_TYP 127.400002
U176                      INV3            c35_CORELIB_TYP 36.400002 
U177                      AOI221          c35_CORELIB_TYP 91.000000 
U178                      XNR21           c35_CORELIB_TYP 109.199997
U179                      XOR21           c35_CORELIB_TYP 127.400002
U180                      INV3            c35_CORELIB_TYP 36.400002 
U181                      AOI221          c35_CORELIB_TYP 91.000000 
U182                      XOR21           c35_CORELIB_TYP 127.400002
U183                      XNR21           c35_CORELIB_TYP 109.199997
U184                      INV3            c35_CORELIB_TYP 36.400002 
